Name,Toy,Fish,Type,Silver Equivalent,Gold Equivalent,Food condition,Date,Theme,Toy Size
Smokey / Kuroneko-san,Wild-thing teaser,4,Silver,4,0.08,Deluxe tuna bitz,6/1/2016,Modern style,Small
Fred / Chatora-san,Tunnel (3D piece),10,Silver,10,0.2,Deluxe tuna bitz,6/1/2016,Modern style,Large
Willie / Kurotora-san,Beach umbrella,7,Gold,350,7,Deluxe tuna bitz,6/1/2016,Modern style,Large
Pumpkin / Shirochatora-san,Clay pot,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Small
Princess / Mugiwara-san,Beach umbrella,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Large
Tabitha / Shimamike-san,Rubber ball (blue),6,Silver,6,0.12,Deluxe tuna bitz,6/1/2016,Modern style,Small
Speckles / Kurobuchi-san,Beach umbrella,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Large
Gozer / Tobi-san,Bean bag,6,Silver,6,0.12,Deluxe tuna bitz,6/1/2016,Modern style,Small
Gabriel / Hachiware-san,Beach umbrella,4,Silver,4,0.08,Deluxe tuna bitz,6/1/2016,Modern style,Large
Sunny / Tobimike-san,Bucket (yellow),3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Small
Spots / Shirokuro-san,Tunnel (3D piece),1,Silver,1,0.02,Deluxe tuna bitz,6/1/2016,Modern style,Large
Misty / Sabatora-san,Cake box,7,Silver,7,0.14,Deluxe tuna bitz,6/1/2016,Modern style,Small
Shadow / Haiiro-san,Tunnel (3D piece),7,Gold,350,7,Deluxe tuna bitz,6/1/2016,Modern style,Large
Socks / Kutsushita-san,Tunnel (3D piece),3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Large
Smokey / Kuroneko-san,Wild-thing teaser,5,Silver,5,0.1,Deluxe tuna bitz,6/1/2016,Modern style,Small
Ginger / Akage-san,Cake box,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Small
Pickles / Shirosaba-san,Clay pot,12,Silver,12,0.24,Deluxe tuna bitz,6/1/2016,Modern style,Small
Marshmallow / Point-san,Tunnel (3D piece),5,Silver,5,0.1,Deluxe tuna bitz,6/1/2016,Modern style,Large
Speckles / Kurobuchi-san,Beach umbrella,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Large
Mack / Shirotora-san,Tunnel (3D piece),1,Silver,1,0.02,Deluxe tuna bitz,6/1/2016,Modern style,Large
Pumpkin / Shirochatora-san,Beach umbrella,4,Silver,4,0.08,Deluxe tuna bitz,6/1/2016,Modern style,Large
Pepper / Odd-san,Bucket (yellow),3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Small
Bandit / Sabigara-san,Tunnel (3D piece),1,Silver,1,0.02,Deluxe tuna bitz,6/1/2016,Modern style,Large
Cocoa / Chahachi-san,Rubber ball (blue),5,Silver,5,0.1,Deluxe tuna bitz,6/1/2016,Modern style,Small
Fred / Chatora-san,Tunnel (3D piece),10,Silver,10,0.2,Deluxe tuna bitz,6/1/2016,Modern style,Large
Shadow / Haiiro-san,Clay pot,5,Silver,5,0.1,Deluxe tuna bitz,6/1/2016,Modern style,Small
Snowball / Shironeko-san,Wild-thing teaser,4,Silver,4,0.08,Deluxe tuna bitz,6/1/2016,Modern style,Small
Cocoa / Chahachi-san,Rubber ball (blue),6,Silver,6,0.12,Deluxe tuna bitz,6/1/2016,Modern style,Small
Princess / Mugiwara-san,Tunnel (3D piece),6,Gold,300,6,Deluxe tuna bitz,6/1/2016,Modern style,Large
Willie / Kurotora-san,Beach umbrella,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Large
Speckles / Kurobuchi-san,Beach umbrella,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Large
Gabriel / Hachiware-san,Beach umbrella,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Large
Bandit / Sabigara-san,Tunnel (3D piece),1,Silver,1,0.02,Deluxe tuna bitz,6/1/2016,Modern style,Large
Sunny / Tobimike-san,Bucket (yellow),1,Silver,1,0.02,Deluxe tuna bitz,6/1/2016,Modern style,Small
Gozer / Tobi-san,Bean bag,5,Silver,5,0.1,Deluxe tuna bitz,6/1/2016,Modern style,Small
Spots / Shirokuro-san,Tunnel (3D piece),1,Silver,1,0.02,Deluxe tuna bitz,6/1/2016,Modern style,Large
Socks / Kutsushita-san,Tunnel (3D piece),1,Silver,1,0.02,Deluxe tuna bitz,6/1/2016,Modern style,Large
Smokey / Kuroneko-san,Wild-thing teaser,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Small
Patches / Buchi-san,Beach umbrella,3,Silver,3,0.06,Deluxe tuna bitz,6/1/2016,Modern style,Large
Lexy / Haishiro-san,Bean bag,16,Silver,16,0.32,Deluxe tuna bitz,6/1/2016,Modern style,Small
Sunny / Tobimike-san,Tunnel (3D piece),2,Silver,2,0.04,Thrifty bitz,6/1/2016,Modern style,Large
Speckles / Kurobuchi-san,Tunnel (3D piece),3,Silver,3,0.06,Thrifty bitz,6/1/2016,Modern style,Large
Spooky / Haisabi-san,Wild-thing teaser,5,Gold,250,5,Thrifty bitz,6/1/2016,Modern style,Small
Spots / Shirokuro-san,Bean bag,4,Silver,4,0.08,Thrifty bitz,6/1/2016,Modern style,Small
Willie / Kurotora-san,Beach umbrella,4,Gold,200,4,Thrifty bitz,6/1/2016,Modern style,Large
Fred / Chatora-san,Tunnel (3D piece),11,Silver,11,0.22,Thrifty bitz,6/1/2016,Modern style,Large
Princess / Mugiwara-san,Bucket (yellow),3,Silver,3,0.06,Thrifty bitz,6/1/2016,Modern style,Small
Socks / Kutsushita-san,Tunnel (3D piece),1,Silver,1,0.02,Thrifty bitz,6/1/2016,Modern style,Large
Pumpkin / Shirochatora-san,Rubber ball (blue),6,Silver,6,0.12,Thrifty bitz,6/1/2016,Modern style,Small
Smokey / Kuroneko-san,Wild-thing teaser,3,Silver,3,0.06,Thrifty bitz,6/1/2016,Modern style,Small
Bolt / Kijitora-san,Beach umbrella,10,Silver,10,0.2,Thrifty bitz,6/1/2016,Modern style,Large
Speckles / Kurobuchi-san,Beach umbrella,2,Silver,2,0.04,Thrifty bitz,6/1/2016,Modern style,Large
Lexy / Haishiro-san,Baseball,17,Silver,17,0.34,Deluxe tuna bitz,7/1/2016,Modern style,Small
Tabitha / Shimamike-san,Basket case,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Small
Marshmallow / Point-san,Wing-thing teaser,5,Silver,5,0.1,Deluxe tuna bitz,7/1/2016,Modern style,Small
Callie / Mike-san,Wood pail,2,Silver,2,0.04,Deluxe tuna bitz,7/1/2016,Modern style,Small
Snowball / Shironeko-san,Rubber ball (red),3,Gold,150,3,Deluxe tuna bitz,7/1/2016,Modern style,Small
Breezy / Shirokiji-san,Burger cushion,2,Silver,2,0.04,Deluxe tuna bitz,7/1/2016,Modern style,Small
Tabitha / Shimamike-san,Cow tunnel,4,Silver,4,0.08,Deluxe tuna bitz,7/1/2016,Modern style,Large
Spots / Shirokuro-san,Carp tunnel,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Large
Smokey / Kuroneko-san,Wing-thing teaser,5,Silver,5,0.1,Deluxe tuna bitz,7/1/2016,Modern style,Small
Gozer / Tobi-san,Baseball,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Small
Pepper / Odd-san,Burger cushion,6,Silver,6,0.12,Deluxe tuna bitz,7/1/2016,Modern style,Small
Lexy / Haishiro-san,Basket case,8,Silver,8,0.16,Deluxe tuna bitz,7/1/2016,Modern style,Small
Pumpkin / Shirochatora-san,Wood pail,1,Silver,1,0.02,Deluxe tuna bitz,7/1/2016,Modern style,Small
Snowball / Shironeko-san,Basket case,5,Silver,5,0.1,Deluxe tuna bitz,7/1/2016,Modern style,Small
Mack / Shirotora-san,Baseball,8,Silver,8,0.16,Deluxe tuna bitz,7/1/2016,Modern style,Small
Ginger / Akage-san,Wood pail,6,Silver,6,0.12,Deluxe tuna bitz,7/1/2016,Modern style,Small
Bolt / Kijitora-san,Burger cushion,6,Silver,6,0.12,Deluxe tuna bitz,7/1/2016,Modern style,Small
Sunny / Tobimike-san,Wing-thing teaser,2,Silver,2,0.04,Deluxe tuna bitz,7/1/2016,Modern style,Small
Shadow / Haiiro-san,Cow tunnel,2,Silver,2,0.04,Deluxe tuna bitz,7/1/2016,Modern style,Large
Bandit / Sabigara-san,Carp tunnel,2,Silver,2,0.04,Deluxe tuna bitz,7/1/2016,Modern style,Large
Rascal / Haihachi-san,Rubber ball (red),1,Silver,1,0.02,Deluxe tuna bitz,7/1/2016,Modern style,Small
Dottie / Shiromike-san,Carp tunnel,3,Gold,150,3,Deluxe tuna bitz,7/1/2016,Modern style,Large
Breezy / Shirokiji-san,Burger cushion,4,Silver,4,0.08,Deluxe tuna bitz,7/1/2016,Modern style,Small
Callie / Mike-san,Basket case,2,Silver,2,0.04,Deluxe tuna bitz,7/1/2016,Modern style,Small
Speckles / Kurobuchi-san,Cow tunnel,6,Silver,6,0.12,Deluxe tuna bitz,7/1/2016,Modern style,Large
Cocoa / Chahachi-san,Cow tunnel,2,Silver,2,0.04,Deluxe tuna bitz,7/1/2016,Modern style,Large
Socks / Kutsushita-san,Rubber ball (red),5,Silver,5,0.1,Deluxe tuna bitz,7/1/2016,Modern style,Small
Misty / Sabatora-san,Wood pail,6,Silver,6,0.12,Deluxe tuna bitz,7/1/2016,Modern style,Small
Smokey / Kuroneko-san,Wing-thing teaser,8,Silver,8,0.16,Deluxe tuna bitz,7/1/2016,Modern style,Small
Bolt / Kijitora-san,Burger cushion,12,Silver,12,0.24,Deluxe tuna bitz,7/1/2016,Modern style,Small
Pumpkin / Shirochatora-san,Baseball,2,Silver,2,0.04,Deluxe tuna bitz,7/1/2016,Modern style,Small
Sunny / Tobimike-san,Carp tunnel,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Large
Shadow / Haiiro-san,Cow tunnel,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Large
Spots / Shirokuro-san,Carp tunnel,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Large
Dottie / Shiromike-san,Carp tunnel,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Large
Bandit / Sabigara-san,Burger cushion,6,Silver,6,0.12,Deluxe tuna bitz,7/1/2016,Modern style,Small
Lexy / Haishiro-san,Baseball,11,Silver,11,0.22,Deluxe tuna bitz,7/1/2016,Modern style,Small
Marshmallow / Point-san,Wing-thing teaser,11,Silver,11,0.22,Deluxe tuna bitz,7/1/2016,Modern style,Small
Mack / Shirotora-san,Rubber ball (red),6,Silver,6,0.12,Deluxe tuna bitz,7/1/2016,Modern style,Small
Breezy / Shirokiji-san,Basket case,4,Silver,4,0.08,Deluxe tuna bitz,7/1/2016,Modern style,Small
Shadow / Haiiro-san,Cow tunnel,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Large
Bolt / Kijitora-san,Carp tunnel,4,Silver,4,0.08,Deluxe tuna bitz,7/1/2016,Modern style,Large
Joe DiMeowgio / Tatejima-san,Baseball,13,Silver,13,0.26,Deluxe tuna bitz,7/1/2016,Modern style,Small
Callie / Mike-san,Wood pail,1,Silver,1,0.02,Deluxe tuna bitz,7/1/2016,Modern style,Small
Cocoa / Chahachi-san,Carp tunnel,1,Silver,1,0.02,Deluxe tuna bitz,7/1/2016,Modern style,Large
Dottie / Shiromike-san,Burger cushion,4,Silver,4,0.08,Deluxe tuna bitz,7/1/2016,Modern style,Small
Speckles / Kurobuchi-san,Cow tunnel,4,Silver,4,0.08,Deluxe tuna bitz,7/1/2016,Modern style,Large
Sunny / Tobimike-san,Carp tunnel,1,Silver,1,0.02,Deluxe tuna bitz,7/1/2016,Modern style,Large
Ginger / Akage-san,Wood pail,5,Silver,5,0.1,Deluxe tuna bitz,7/1/2016,Modern style,Small
Pumpkin / Shirochatora-san,Wood pail,4,Silver,4,0.08,Deluxe tuna bitz,7/1/2016,Modern style,Small
Snowball / Shironeko-san,Rubber ball (red),4,Silver,4,0.08,Deluxe tuna bitz,7/1/2016,Modern style,Small
Smokey / Kuroneko-san,Cow tunnel,4,Silver,4,0.08,Deluxe tuna bitz,7/1/2016,Modern style,Large
Willie / Kurotora-san,Basket case,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Small
Spots / Shirokuro-san,Cow tunnel,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Large
Cocoa / Chahachi-san,Burger cushion,3,Silver,3,0.06,Deluxe tuna bitz,7/1/2016,Modern style,Small
Shadow / Haiiro-san,Clay pot,2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Small
Spots / Shirokuro-san,Tunnel (3D piece),4,Gold,200,4,Thrifty bitz,7/1/2016,Modern style,Large
Speckles / Kurobuchi-san,Beach umbrella,2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Large
Pumpkin / Shirochatora-san,Beach umbrella,4,Silver,4,0.08,Thrifty bitz,7/1/2016,Modern style,Large
Sunny / Tobimike-san,Bucket (yellow),1,Silver,1,0.02,Thrifty bitz,7/1/2016,Modern style,Small
Fred / Chatora-san,Rubber ball (blue),15,Silver,15,0.3,Thrifty bitz,7/1/2016,Modern style,Small
Marshmallow / Point-san,Bean bag,9,Silver,9,0.18,Thrifty bitz,7/1/2016,Modern style,Small
Spooky / Haisabi-san,Wild-thing teaser,5,Silver,5,0.1,Thrifty bitz,7/1/2016,Modern style,Small
Bolt / Kijitora-san,Beach umbrella,9,Silver,9,0.18,Thrifty bitz,7/1/2016,Modern style,Large
Speckles / Kurobuchi-san,Beach umbrella,6,Silver,6,0.12,Thrifty bitz,7/1/2016,Modern style,Large
Bandit / Sabigara-san,Tunnel (3D piece),2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Large
Cocoa / Chahachi-san,Tunnel (3D piece),2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Large
Smokey / Kuroneko-san,Beach umbrella,7,Silver,7,0.14,Thrifty bitz,7/1/2016,Modern style,Large
Sunny / Tobimike-san,Tunnel (3D piece),1,Silver,1,0.02,Thrifty bitz,7/1/2016,Modern style,Large
Spooky / Haisabi-san,Wild-thing teaser,3,Silver,3,0.06,Thrifty bitz,7/1/2016,Modern style,Small
Princess / Mugiwara-san,Bucket (yellow),1,Silver,1,0.02,Thrifty bitz,7/1/2016,Modern style,Small
Tabitha / Shimamike-san,Rubber ball (blue),3,Silver,3,0.06,Thrifty bitz,7/1/2016,Modern style,Small
Marshmallow / Point-san,Tunnel (3D piece),5,Silver,5,0.1,Thrifty bitz,7/1/2016,Modern style,Large
Socks / Kutsushita-san,Tunnel (3D piece),3,Silver,3,0.06,Thrifty bitz,7/1/2016,Modern style,Large
Gabriel / Hachiware-san,Beach umbrella,4,Silver,4,0.08,Thrifty bitz,7/1/2016,Modern style,Large
Bandit / Sabigara-san,Tunnel (3D piece),1,Silver,1,0.02,Thrifty bitz,7/1/2016,Modern style,Large
Smokey / Kuroneko-san,Beach umbrella,5,Silver,5,0.1,Thrifty bitz,7/1/2016,Modern style,Large
Sunny / Tobimike-san,Tunnel (3D piece),2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Large
Pumpkin / Shirochatora-san,Beach umbrella,5,Silver,5,0.1,Thrifty bitz,7/1/2016,Modern style,Large
Spooky / Haisabi-san,Wild-thing teaser,4,Silver,4,0.08,Thrifty bitz,7/1/2016,Modern style,Small
Sunny / Tobimike-san,Bucket (yellow),2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Small
Spooky / Haisabi-san,Wild-thing teaser,3,Silver,3,0.06,Thrifty bitz,7/1/2016,Modern style,Small
Socks / Kutsushita-san,Rubber ball (blue),3,Silver,3,0.06,Thrifty bitz,7/1/2016,Modern style,Small
Shadow / Haiiro-san,Clay pot,7,Silver,7,0.14,Thrifty bitz,7/1/2016,Modern style,Small
Snowball / Shironeko-san,Wild-thing teaser,3,Silver,3,0.06,Thrifty bitz,7/1/2016,Modern style,Small
Mack / Shirotora-san,Bucket (yellow),4,Silver,4,0.08,Thrifty bitz,7/1/2016,Modern style,Small
Spots / Shirokuro-san,Bean bag,3,Silver,3,0.06,Thrifty bitz,7/1/2016,Modern style,Small
Speckles / Kurobuchi-san,Beach umbrella,2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Large
Sunny / Tobimike-san,Tunnel (3D piece),2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Large
Cocoa / Chahachi-san,Beach umbrella,4,Silver,4,0.08,Thrifty bitz,7/1/2016,Modern style,Large
Pumpkin / Shirochatora-san,Wild-thing teaser,4,Silver,4,0.08,Thrifty bitz,7/1/2016,Modern style,Small
Smokey / Kuroneko-san,Beach umbrella,6,Silver,6,0.12,Thrifty bitz,7/1/2016,Modern style,Large
Bandit / Sabigara-san,Tunnel (3D piece),7,Gold,350,7,Thrifty bitz,7/1/2016,Modern style,Large
Socks / Kutsushita-san,Tunnel (3D piece),1,Silver,1,0.02,Thrifty bitz,7/1/2016,Modern style,Large
Princess / Mugiwara-san,Bucket (yellow),2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Small
Bandit / Sabigara-san,Cake box,3,Silver,3,0.06,Thrifty bitz,7/1/2016,Modern style,Small
Pumpkin / Shirochatora-san,Clay pot,2,Silver,2,0.04,Thrifty bitz,7/1/2016,Modern style,Small
Smokey / Kuroneko-san,Burger cushion,3,Silver,3,0.06,Sashimi,8/1/2016,Modern style,Small
Cocoa / Chahachi-san,Rubber ball (red),5,Silver,5,0.1,Sashimi,8/1/2016,Modern style,Small
Sunny / Tobimike-san,Carp tunnel,4,Silver,4,0.08,Sashimi,8/1/2016,Modern style,Large
Bolt / Kijitora-san,Carp tunnel,9,Silver,9,0.18,Sashimi,8/1/2016,Modern style,Large
Lexy / Haishiro-san,Snowy pillow,9,Silver,9,0.18,Sashimi,8/1/2016,Modern style,Small
Mack / Shirotora-san,Baseball,4,Silver,4,0.08,Sashimi,8/1/2016,Modern style,Small
Willie / Kurotora-san,Basket case,3,Silver,3,0.06,Sashimi,8/1/2016,Modern style,Small
Tabitha / Shimamike-san,Burger cushion,4,Silver,4,0.08,Sashimi,8/1/2016,Modern style,Small
Speckles / Kurobuchi-san,Cow tunnel,6,Gold,300,6,Sashimi,8/1/2016,Modern style,Large
Marshmallow / Point-san,Snowy pillow,3,Silver,3,0.06,Sashimi,8/1/2016,Modern style,Small
Smokey / Kuroneko-san,Wing-thing teaser,3,Silver,3,0.06,Sashimi,8/1/2016,Modern style,Small
Pumpkin / Shirochatora-san,Baseball,4,Silver,4,0.08,Sashimi,8/1/2016,Modern style,Small
Snowball / Shironeko-san,Rubber ball (red),4,Silver,4,0.08,Sashimi,8/1/2016,Modern style,Small
Snowball / Shironeko-san,Basket case,5,Silver,5,0.1,Sashimi,8/1/2016,Modern style,Small
Bolt / Kijitora-san,Carp tunnel,13,Silver,13,0.26,Sashimi,8/1/2016,Modern style,Large
Speckles / Kurobuchi-san,Burger cushion,10,Silver,10,0.2,Sashimi,8/1/2016,Modern style,Small
Lexy / Haishiro-san,Snowy pillow,23,Silver,23,0.46,Sashimi,8/1/2016,Modern style,Small
Rascal / Haihachi-san,Rubber ball (red),2,Silver,2,0.04,Sashimi,8/1/2016,Modern style,Small
Marshmallow / Point-san,Wing-thing teaser,5,Silver,5,0.1,Sashimi,8/1/2016,Modern style,Small
Tabitha / Shimamike-san,Rubber ball (red),3,Silver,3,0.06,Sashimi,8/1/2016,Modern style,Small
Shadow / Haiiro-san,Cow tunnel,5,Silver,5,0.1,Sashimi,8/1/2016,Modern style,Large
Bandit / Sabigara-san,Carp tunnel,2,Silver,2,0.04,Sashimi,8/1/2016,Modern style,Large
Spots / Shirokuro-san,Cow tunnel,3,Silver,3,0.06,Sashimi,8/1/2016,Modern style,Large
Callie / Mike-san,Basket case,6,Silver,6,0.12,Sashimi,8/1/2016,Modern style,Small
Joe DiMeowgio / Tatejima-san,Baseball,29,Silver,29,0.58,Sashimi,8/1/2016,Modern style,Small
Dottie / Shiromike-san,Snowy pillow,2,Silver,2,0.04,Sashimi,8/1/2016,Modern style,Small
Bolt / Kijitora-san,Carp tunnel,8,Silver,8,0.16,Sashimi,8/1/2016,Modern style,Large
Callie / Mike-san,Basket case,5,Silver,5,0.1,Sashimi,8/1/2016,Modern style,Small
Dottie / Shiromike-san,Snowy pillow,2,Silver,2,0.04,Sashimi,8/1/2016,Modern style,Small
Pepper / Odd-san,Burger cushion,4,Silver,4,0.08,Sashimi,8/1/2016,Modern style,Small
Pumpkin / Shirochatora-san,Baseball,5,Silver,5,0.1,Sashimi,8/1/2016,Modern style,Small
Socks / Kutsushita-san,Burger cushion,3,Silver,3,0.06,Sashimi,8/1/2016,Modern style,Small
Shadow / Haiiro-san,Cow tunnel,5,Silver,5,0.1,Sashimi,8/1/2016,Modern style,Large
Fred / Chatora-san,Snowy pillow,6,Silver,6,0.12,Sashimi,8/1/2016,Modern style,Small
Snowball / Shironeko-san,Cow tunnel,4,Silver,4,0.08,Sashimi,8/1/2016,Modern style,Large
Sunny / Tobimike-san,Wing-thing teaser,4,Silver,4,0.08,Sashimi,8/1/2016,Modern style,Small
Rascal / Haihachi-san,Rubber ball (red),5,Silver,5,0.1,Sashimi,8/1/2016,Modern style,Small
Marshmallow / Point-san,Snowy pillow,3,Silver,3,0.06,Sashimi,8/1/2016,Modern style,Small
Bolt / Kijitora-san,Carp tunnel,8,Silver,8,0.16,Sashimi,8/1/2016,Modern style,Large
Lexy / Haishiro-san,Snowy pillow,19,Silver,19,0.38,Sashimi,8/1/2016,Modern style,Small
Bandit / Sabigara-san,Carp tunnel,2,Silver,2,0.04,Sashimi,8/1/2016,Modern style,Large
Breezy / Shirokiji-san,Basket case,7,Silver,7,0.14,Sashimi,8/1/2016,Modern style,Small
Spots / Shirokuro-san,Cow tunnel,1,Silver,1,0.02,Sashimi,8/1/2016,Modern style,Large
Smokey / Kuroneko-san,Burger cushion,2,Gold,100,2,Sashimi,8/1/2016,Modern style,Small
Pepper / Odd-san,Burger cushion,5,Silver,5,0.1,Sashimi,8/1/2016,Modern style,Small
Bandit / Sabigara-san,Burger cushion,2,Silver,2,0.04,Thrifty bitz,8/1/2016,Modern style,Small
Tabitha / Shimamike-san,Basket case,3,Silver,3,0.06,Thrifty bitz,8/1/2016,Modern style,Small
Pumpkin / Shirochatora-san,Baseball,3,Silver,3,0.06,Thrifty bitz,8/1/2016,Modern style,Small
Spots / Shirokuro-san,Cow tunnel,3,Silver,3,0.06,Thrifty bitz,8/1/2016,Modern style,Large
Speckles / Kurobuchi-san,Cow tunnel,4,Silver,4,0.08,Thrifty bitz,8/1/2016,Modern style,Large
Cocoa / Chahachi-san,Rubber ball (red),6,Silver,6,0.12,Thrifty bitz,8/1/2016,Modern style,Small
Snowball / Shironeko-san,Burger cushion,5,Silver,5,0.1,Thrifty bitz,8/1/2016,Modern style,Small
Smokey / Kuroneko-san,Wing-thing teaser,8,Silver,8,0.16,Thrifty bitz,8/1/2016,Modern style,Small
Dottie / Shiromike-san,Snowy pillow,6,Silver,6,0.12,Thrifty bitz,8/1/2016,Modern style,Small
Sunny / Tobimike-san,Carp tunnel,1,Silver,1,0.02,Thrifty bitz,8/1/2016,Modern style,Large
Spooky / Haisabi-san,Wing-thing teaser,7,Silver,7,0.14,Thrifty bitz,8/1/2016,Modern style,Small
Bolt / Kijitora-san,Carp tunnel,7,Silver,7,0.14,Thrifty bitz,8/1/2016,Modern style,Large
Spots / Shirokuro-san,Carp tunnel,2,Silver,2,0.04,Thrifty bitz,8/1/2016,Modern style,Large
Shadow / Haiiro-san,Basket case,4,Silver,4,0.08,Thrifty bitz,8/1/2016,Modern style,Small
Smokey / Kuroneko-san,Burger cushion,7,Silver,7,0.14,Thrifty bitz,8/1/2016,Modern style,Small
Princess / Mugiwara-san,Snowy pillow,3,Silver,3,0.06,Thrifty bitz,8/1/2016,Modern style,Small
Dottie / Shiromike-san,Cow tunnel,2,Silver,2,0.04,Thrifty bitz,8/1/2016,Modern style,Large
Sunny / Tobimike-san,Carp tunnel,3,Silver,3,0.06,Thrifty bitz,8/1/2016,Modern style,Large
Marshmallow / Point-san,Basket case,5,Silver,5,0.1,Thrifty bitz,8/1/2016,Modern style,Small
Snowball / Shironeko-san,Baseball,3,Silver,3,0.06,Thrifty bitz,8/1/2016,Modern style,Small
Fred / Chatora-san,Cow tunnel,7,Silver,7,0.14,Thrifty bitz,8/1/2016,Modern style,Large
Mack / Shirotora-san,Rubber ball (red),6,Silver,6,0.12,Thrifty bitz,8/1/2016,Modern style,Small
Marshmallow / Point-san,Wing-thing teaser,5,Silver,5,0.1,Thrifty bitz,8/1/2016,Modern style,Small
Spots / Shirokuro-san,Burger cushion,4,Silver,4,0.08,Thrifty bitz,8/1/2016,Modern style,Small
Tabitha / Shimamike-san,Basket case,2,Silver,2,0.04,Thrifty bitz,8/1/2016,Modern style,Small
Pumpkin / Shirochatora-san,Rubber ball (red),7,Silver,7,0.14,Thrifty bitz,8/1/2016,Modern style,Small
Breezy / Shirokiji-san,Burger cushion,2,Silver,2,0.04,Thrifty bitz,8/1/2016,Modern style,Small
Spots / Shirokuro-san,Cow tunnel,4,Silver,4,0.08,Thrifty bitz,8/1/2016,Modern style,Large
Snowball / Shironeko-san,Baseball,5,Silver,5,0.1,Thrifty bitz,8/1/2016,Modern style,Small
Breezy / Shirokiji-san,Cow tunnel,2,Silver,2,0.04,Thrifty bitz,8/1/2016,Modern style,Large
Sunny / Tobimike-san,Wing-thing teaser,2,Silver,2,0.04,Thrifty bitz,8/1/2016,Modern style,Small
Shadow / Haiiro-san,Cow tunnel,4,Silver,4,0.08,Thrifty bitz,8/1/2016,Modern style,Large
Dottie / Shiromike-san,Snowy pillow,4,Silver,4,0.08,Thrifty bitz,8/1/2016,Modern style,Small
